제품이름,product_type,가격,날짜,별점,스킨타입,태그,리뷰내용
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.10.03,5점,,한달이상사용,화장 전에 사용하면 화장이 잘 먹고 잘 들뜨지 않아서 좋았습니다
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.10.03,4점,,한달이상사용,인공눈물처럼 되어있어서 여행갈때 하나씩 들고다니기 좋고 편해요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.10.02,5점,,한달이상사용,크기가 작아 여행용으로 가지고 다니기 조아요 양은 한번쓰기엔 많구 두번나눠쓰기엔 조금 애매합니당
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.10.02,5점,,,"기존 병에있는거 사용중인데, 여행갈때 사용할려고 미리 구매했어요"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.10.01,5점,"트러블성, 쿨톤, 트러블, 모공",한달이상사용,"기특한 일주일 때 산 거 같은데 여행 갈 때 들고 가면 완벽 ,,,"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.30,5점,"복합성, 여름쿨톤, 잡티, 미백",한달이상사용,여행용으로 구매했었는데 인공눈물 형식이라 부피 차지를 별로 안해서 좋아요~ 꾸덕한 제품일 줄 알았는데 물제형이라 가볍게 발려서 좋아요~
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.28,5점,"건성, 여름쿨톤, 미백, 각질",,하나씩 뜯어 쓰는거라서 여행가서 쓰려고 샀어요 굿 좋을듯!
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.28,5점,"복합성, 쿨톤, 블랙헤드, 피지과다",한달이상사용,"옴총 유명하죠~! 😉
써보구 괜찮아서 용기로 된 것도 사쪄요
수분감 낙낙해서 스킨케어때 요거 하나만 바르셔두 충분할 것 같아요 앰플은
양도 많거둥요🩵💙"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.28,5점,,한달이상사용,여행 때 쓰려고 쟁여놨어요! 아직 안 써봤는데 아누아가 PDRN 대표주자라서 기대돼요 ㅎㅎ 그런데 미세플라스틱 걱정없이 사용가능한건지 궁금하네요...
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.28,5점,,재구매,"보습력이 좋고 피부에 자극적이지 않습니다.
낱개로 포장되어 있어 사용하기 편합니다"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.25,5점,,,기초화잘할때 수분채워주기 좋아요 인공눈물처럼 되어있어서 휴대성 굿
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.24,5점,,,"순하고 자극도 없고 건성 피부타입에 좋아요
휴대하기도 편하고 편리성도 좋아요"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.24,5점,"복합성, 여름쿨톤, 모공",,"수분이 부족해서 구매했어요
휴대용으로 너무 좋아요
가격만 좀 착하면 더 좋을거 같아요ㅋ"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.23,5점,,,수분감 채워주는 세럼이고 소용량 포장이 여행에 쓰기 좋은 것 같아요!
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.23,5점,"복합성, 가을웜톤, 미백, 각질",,친구 추천 받아서 사용하게 됬는데 좋아서 재구매 의사 있어요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.22,5점,,,"100갠줄알았어요
ㅋ 물광피부 기대합니다
후기가 좋아서 구매해봅니다"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.22,5점,,한달이상사용,"일단 세럼을 바르면 수분이 채워지는 것 같은 느낌이 듦
복합성이 여름에 바르면 좀 무거운 느낌이였음"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.20,5점,,,"눈물용으로11월달여행때쓸려고따로삿어요
간편하고들고가기좋을듯
화장품자체도좋아요"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.19,5점,,재구매,평소 써보고 싶었던 제품인데 저렴하게 사서 만족해요~ 좋아요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.16,5점,,한달이상사용,분명 이걸 쓰면 화장이 잘 먹는 것 같기는 한데 화장 전에 하나를 다 바르기에는 좀 양이 많은 것 같아서 하나당 양을 좀 줄이고 개수가 늘어났으면 좋겠다싶었어요 그리고 이것 때문인 지는 모르겠지만 이거 쓴 날에는 화장을 지우고 나면 얼굴이 너무 가려웠어요ㅠ
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.15,5점,,한달이상사용,"엄마가 평소에 사용하셨던건데
좋다고 하셔서 여행때 들구 가신다구 또 사드렸어요!
이거 쓴 날엔 피부화장이 잘 먹는다구 해요"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.14,3점,,한달이상사용,자극없고 하나씩 뜯어서 쓸 수 있어 위생적이고 여행용으로 쓰기 좋아요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.13,5점,,한달이상사용,여행갈때 가볍게 챙겨가거나 시트팩이나 모델링팩 하기 전에 발라주기 좋음 확실히 흡수 시켜줘야 남는게 없어욘
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.07,5점,,재구매,1얇게 레이어링해서 발라주면 피부가 반짝반짝거리고 좋아요 끈적거리지 않고 마무리감도 좋습니다
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.06,5점,,,여행갈 때 큰 걸 챙겨가기엔 무리가 있어서 작은 걸 샀어요 편하네요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.05,5점,,한달이상사용,PDRN좋다고 해서 본품 세럼 써봤는데 너무 잘 썼었어서 일회용으로 포장된게 있길래 여행가고 할때 들고 다니기 좋을것 같아서 샀어요 일회용씩 소포장 되있어서 좋네요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.05,5점,,한달이상사용,진짜 화잘먹 필수템 이거 무조건 바르면 물광효과 대미칩니다
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.09.04,5점,,,이거 써보고 본품 바로 구매했어요 건성에 추천하고 얼굴에 광돌아요 계절안타고 쓰기 좋을 것 같아요 이거 쓰면 담날 세수할 때 피부가 보들보들 해지는 느낌이예요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.31,5점,"복합성, 웜톤, 잡티, 블랙헤드",한달이상사용,일회용처럼 포장 되어 있어서 여행할 때 가져 가기도 편해요. 1번 뜯으면 두 번은 사용 가능하니까 하루용으로 충분 합니다.
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.31,5점,,,맘에 들어요 잘쓸께요 좋아요짱아쿠아피부좋아요매끈피부
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.30,4점,"민감성, 봄웜톤, 주름, 각질",,아직써보지는 않았지만 피부화장 잘먹을러고 샀어요여행용으로 좋아요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.30,5점,"트러블성, 여름쿨톤, 잡티, 각질",한달이상사용,가벼운 제형이라 여름에 딱 좋아요! 피부타입 상관 없우 좋을 것 같아오
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.30,5점,,한달이상사용,그냥 평범한거같아요 촉촉하기는 한데 한번뜯으면 다써야되서불편해요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.29,5점,,한달이상사용,유명한 제품이라 구매해서 사용 중입니다 저녁 세안 후 발라주는데 수분 보충에 효과적이에요 용량에 비해 비싸긴해서 세일할 때 사는게 좋습니다
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.29,5점,,한달이상사용,"피부 진정에도 너무 좋고 화장 전에 사용하면 피부화장 진짜 잘먹어요ㅜ
휴대성도 좋아서 수정화장용으로 가지고다니거나 여행갈때 가지고다니기 딱 좋아요!"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.29,5점,"건성, 쿨톤, 잡티, 미백",한달이상사용,일주일특가하길래 여행용으로 미리 겟 좀만 늦았으면 못살뻔
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.29,4점,,,바르면 바로 쪼은득 하니 찹찹 바르기 좋아요 속건조 잡아줄 때 최고인 들
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.29,5점,,한달이상사용,물같이 진짜 흐르는 제형이고 흡수도 낫밷이에요 근데 넘 가벼워요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.28,5점,,,사용하기 간편했어요! 화장전에 사용하기도 좋고 여행용으로도 좋았어요 ㅎㅎ
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.28,5점,,한달이상사용,일주일 특가해서 신나게 구매했는데 엄마가 더 좋아하셨고 본품까지 사달라고 하시던 앰플!! 다음날 비포애프터가 확실합니다!
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.28,5점,"건성, 쿨톤",한달이상사용,"화장전에도 좋고 그냥 스킨케어할때도 좋아여
무겁지않고 향도 적어서 무난하게 잘 씀"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.27,5점,,한달이상사용,휴대용으로 좋은 제품이라 여행갈 때 몇 개씩 챙겨가서 사용했어요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.27,5점,"복합성, 봄웜톤, 잡티, 블랙헤드",한달이상사용,"캡슐로 되어 있어서 여행 다닐 때 무조건 챙겨가는 세럼이고 양이 많은 편인데 흡수도 잘 되고 끈적이지 않아서 아침, 저녁 가리지 않고 사용해주기 넘 좋은 제품이에요!

화장 아주 이쁘게 잘 먹습니당!"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.27,5점,,한달이상사용,"모공 레이저 시술 받으신 분들에게 추천..
최근 시술 받았는데 이럴 때 좋은 앰플 흡수시켜주면 좋다고 해서 이 제품 오랜만에 다시 써봤는데 피부 엄청 좋아보여요. 뭔가 싹 흡수되는 느낌.
입자가 작아서 그런가.. 모공레이저 아니면 mts나 다른 기기들 이용하시면 흡수 잘 될 거 같아요.
피부에 앰플 겉돈다는 게 뭔지 몰랐는데 이 제품만 바르고 잤는데 괜찮네요. 추천합니다"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.27,5점,"건성, 웜톤",한달이상사용,전 낮용으로 화장 전에 쓰는데 좋다요 진짜 촉촉 하고 화장 잘먹음 근데 이거말고 걍 유리병으로 든게 쓰기 편해용
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.25,3점,,한달이상사용,"너무.좋다고해서.구매했는데
저는 띡히.잘모르겠어요 ㅜㅜ"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.24,2점,"복합성, 가을웜톤, 잡티, 트러블",한달이상사용,친구 추천으로 샀는데 제 피부엔 안 맞네요 이거 쓰고 좁쌀 폭발해서 못쓰고 있네요.. 본품 사기전에 이걸로 테스터해보거나 잘쓰시는 분들은 여행용으로 좋은듯
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.24,5점,,,"모 유튜버 분 보고 궁금했었는데! 마침 선물로 받았어요! 여행 용으로 딱인 것 같아요~~
감사히 쓰겠습니다 듀헤헤 🩷🩷"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.24,5점,,한달이상사용,이걸왜 화잘먹템으로 바이럴하는지 이해함 그리고 여행다닐때들고다니기넘편해요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.24,4점,,한달이상사용,하나의 양이 많고 여행갈때 들고가서 아침저녁으로 발라주기 좋아요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.23,5점,,,"바르면 진짜 속광이 반짝반짝 만족스러워요!!!
그래서 주로 아침 스킨케어용으로 사용합니다.
하나가 한번에 다 바르기엔 많고 나눠쓰기에 적은 그 정도긴 하네요 ㅠㅠ"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.10.15,5점,,한달이상사용,화장하기 전에 쓰면 진짜 화장 잘먹어용 화잘먹템 추천이에오
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.10.14,5점,,,이거는 산 가장 큰 이유는 여행 갈 때 쓰려는 이유도 있고 어디에서도 찾지 못한 제품이라서 샀어요~~♡
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.10.14,5점,,,건성기준 화잘먹템입니다 좋아요 쫀쫀하게 밀착잘됩니당 사계절 추천템이에용
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.10.13,5점,,한달이상사용,개별포장 되어 있어서 여행 다닐 때 챙겨 다니기 좋아요!!👍👍👍
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.10.13,5점,,,배송도 정말 빠르고 써보니 강추합니다 다쓰면 재구매 하려구요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.10.13,5점,"민감성, 봄웜톤, 잡티, 미백",,"여행다닐때 화장품 챙겨다니기 번거로워서 구매했어요
용량이 적어보이는데 1회사용에 충분하고 생각보다 보습력이 좋아요"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.10.12,5점,,한달이상사용,한개씩 위생적으로 쓸 수 있는 점이 좋은데 한 번 뜯으면 다 써야되는 건 좀 아쉽지만 이거 바르고 화장하면 엄청 잘 먹습니당
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.12,5점,,한달이상사용,"약간 체험용으로 미리 구매해봤는데 생각보다 하나에 양도 엄청 많고 쫀쫀해서 화장 직전에 프라이머 대용으로도 너무 좋았고, 정말 냄새도 안나고 저는 만족했습니다!!!! 속수분이 엄청 채워지는지는 잘은 모르겠지만 쫀쫀함이 좋았어요"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.11,5점,"지성, 각질",한달이상사용,특가염ㅅ을때구매햇는데피디알엔치곤끈적거림은업는거가타요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.11,5점,,한달이상사용,"여행용으로 딱입니당~
한번 쓰기에 용량이 많지만
저는 그냥 한번 사용해서 듬뿍 바르고
흡수시키는 편입니당~
여행용으로 들고다니기 굿입니당~"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.11,2점,,한달이상사용,다른 pdrn 세럼보다 가벼워서 지성분들도 잘 쓸 수 있을 것 같아요. 하지만 굳이 캡슐형태로 사용해야하는지?? 의문이 드네용
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.10,5점,"복합성, 쿨톤, 잡티, 블랙헤드",한달이상사용,"여행용 세럼으로 추천드립니다
1회용 인공눈물 사이즈라서 부피감도 적어서 휴대하기 좋아요"
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.10,5점,,한달이상사용,하나씩 뜯어쓰는 타입이 있어서 이걸로 구먀했어요ㅎㅎ 좋습니다
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.10,5점,,한달이상사용,여행다닐 때 하나씩 들고다니기 좋은데 한 번에 사용하기엔 양이 좀 먾아서 닫아둘 수 있음 좋을 것 같아요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.09,5점,"민감성, 웜톤, 트러블",,촉촉하구 그 이상의 효과는 모르겠음 아직 트러블은 안나서 만족
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.08,5점,,,이게 수분 보충이 잘 돼서 제 피부에 되게 유용해요. 저는 좋아요.
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.08,4점,,한달이상사용,보습에 정말 좋은것 같아요! 그리고 양이 엄청 많더라구요 그리고 좀 끈적해요
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,세럼,15000,2025.08.07,5점,,한달이상사용,"화장 전에 사용해주고 있는데 아주 좋습니다 왜 화잘먹 세럼으로 유명한지 알 것 같아요
휴대하기도 좋아서 아주 편합니다"
